id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
15937,38,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17,satisfied
70105,40,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38,satisfied
47540,13,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0,satisfied
57561,44,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5,satisfied
124103,66,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
125736,30,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0,satisfied
93362,44,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0,neutral or dissatisfied
95429,53,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0,satisfied
106943,37,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12,satisfied
100691,39,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30,neutral or dissatisfied
119948,29,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0,neutral or dissatisfied
15778,38,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65,neutral or dissatisfied
68342,59,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0,satisfied
24665,19,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65,neutral or dissatisfied
81029,39,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4,satisfied
70371,22,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10,neutral or dissatisfied
1386,50,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10,satisfied
35225,22,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62,satisfied
86204,56,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1,satisfied
126370,39,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0,neutral or dissatisfied
116184,29,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0,satisfied
89613,42,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0,satisfied
99020,56,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21,satisfied
18463,27,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1,satisfied
96637,21,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0,neutral or dissatisfied
114678,42,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17,satisfied
97639,48,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68,satisfied
75061,53,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0,satisfied
51744,64,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0,neutral or dissatisfied
44413,49,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0,neutral or dissatisfied
2389,49,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4,satisfied
105062,23,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0,neutral or dissatisfied
91464,50,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29,neutral or dissatisfied
55721,51,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0,neutral or dissatisfied
65726,34,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,satisfied
8473,49,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40,satisfied
13488,56,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4,satisfied
58611,46,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24,satisfied
39607,25,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0,neutral or dissatisfied
41704,68,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0,neutral or dissatisfied
126579,10,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93,neutral or dissatisfied
44232,44,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0,satisfied
44021,61,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0,neutral or dissatisfied
67502,18,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1,neutral or dissatisfied
19525,58,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0,satisfied
110015,58,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41,neutral or dissatisfied
30960,64,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5,neutral or dissatisfied
2153,66,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0,neutral or dissatisfied
115097,21,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12,satisfied
63204,39,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0,satisfied
113849,50,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232,satisfied
95508,43,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11,neutral or dissatisfied
112350,41,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0,satisfied
20650,46,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0,satisfied
65517,41,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,satisfied
116988,31,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0,neutral or dissatisfied
116210,53,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13,neutral or dissatisfied
15218,39,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0,satisfied
35387,53,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156,satisfied
20002,25,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4,satisfied
102927,20,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14,neutral or dissatisfied
92462,46,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0,neutral or dissatisfied
70950,10,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0,neutral or dissatisfied
76034,47,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,satisfied
97177,32,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0,neutral or dissatisfied
51719,14,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12,neutral or dissatisfied
129201,16,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0,satisfied
35558,53,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,neutral or dissatisfied
109398,55,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0,satisfied
65351,28,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0,satisfied
102482,49,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0,neutral or dissatisfied
17932,54,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0,neutral or dissatisfied
122276,70,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0,neutral or dissatisfied
57484,25,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19,neutral or dissatisfied
121069,48,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,satisfied
41414,7,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0,neutral or dissatisfied
49839,39,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5,neutral or dissatisfied
48189,79,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0,neutral or dissatisfied
82445,28,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,neutral or dissatisfied
108108,41,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38,satisfied
63984,27,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32,neutral or dissatisfied
105287,59,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1,satisfied
9385,21,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117,neutral or dissatisfied
25265,48,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0,satisfied
119844,53,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,neutral or dissatisfied
33840,42,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0,neutral or dissatisfied
81815,48,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27,neutral or dissatisfied
83524,59,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0,satisfied
78999,53,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,satisfied
46712,24,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94,neutral or dissatisfied
41188,56,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29,neutral or dissatisfied
5326,42,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14,satisfied
80176,24,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0,neutral or dissatisfied
46900,28,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0,satisfied
89219,17,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0,neutral or dissatisfied
17928,31,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0,neutral or dissatisfied
55425,60,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0,satisfied
88130,39,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16,satisfied
48354,47,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26,satisfied
105905,60,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16,neutral or dissatisfied
60943,13,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0,satisfied
101584,29,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51,neutral or dissatisfied
71388,45,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,satisfied
77866,44,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0,satisfied
49223,50,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11,satisfied
106530,26,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93,neutral or dissatisfied
28676,27,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,satisfied
39553,16,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0,satisfied
109597,24,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,neutral or dissatisfied
62291,34,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0,neutral or dissatisfied
40177,30,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,satisfied
33413,50,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0,satisfied
127599,21,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0,neutral or dissatisfied
66723,61,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0,neutral or dissatisfied
73698,32,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,neutral or dissatisfied
27641,22,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,neutral or dissatisfied
83891,46,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0,neutral or dissatisfied
51662,15,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8,neutral or dissatisfied
19833,29,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14,neutral or dissatisfied
63416,12,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88,neutral or dissatisfied
7645,50,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17,neutral or dissatisfied
86002,54,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0,neutral or dissatisfied
64457,69,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3,neutral or dissatisfied
109551,38,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,neutral or dissatisfied
86553,25,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,neutral or dissatisfied
17491,26,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,neutral or dissatisfied
114667,53,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,satisfied
59149,47,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55,satisfied
74892,42,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,satisfied
15197,19,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121,neutral or dissatisfied
6867,63,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11,neutral or dissatisfied
111943,18,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0,neutral or dissatisfied
46720,52,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0,neutral or dissatisfied
67966,60,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3,neutral or dissatisfied
33341,38,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0,satisfied
50319,41,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0,satisfied
82927,41,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0,satisfied
14562,15,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6,neutral or dissatisfied
108335,49,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117,neutral or dissatisfied
97959,18,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71,satisfied
1026,39,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,satisfied
26910,25,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0,neutral or dissatisfied
14054,28,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0,satisfied
109458,37,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,satisfied
51772,31,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75,neutral or dissatisfied
15019,32,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63,neutral or dissatisfied
23664,25,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5,neutral or dissatisfied
6731,55,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0,satisfied
57753,51,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75,satisfied
29788,40,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,satisfied
28336,25,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0,satisfied
2878,70,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14,neutral or dissatisfied
81675,55,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11,neutral or dissatisfied
50905,53,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55,neutral or dissatisfied
90850,73,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0,neutral or dissatisfied
29340,32,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,satisfied
68731,30,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,neutral or dissatisfied
115978,19,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92,neutral or dissatisfied
29829,33,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0,satisfied
82401,13,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,neutral or dissatisfied
80083,53,550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,0,satisfied
42783,31,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,neutral or dissatisfied
39020,62,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0,satisfied
46111,29,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11,neutral or dissatisfied
66327,57,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7,satisfied
43012,34,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,satisfied
82776,45,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44,neutral or dissatisfied
48215,65,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0,neutral or dissatisfied
57441,48,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
55928,8,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0,neutral or dissatisfied
98446,36,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12,neutral or dissatisfied
121273,48,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,satisfied
59385,10,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,neutral or dissatisfied
27078,24,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,satisfied
104661,52,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,7,satisfied
111483,43,1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,0,neutral or dissatisfied
11558,21,657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,satisfied
83673,24,577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,neutral or dissatisfied
120382,40,449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,0,satisfied
82170,8,237,1,5,1,1,2,1,3,2,5,2,4,3,4,2,0,0,neutral or dissatisfied
117397,40,544,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,satisfied
59357,41,2556,4,4,4,4,4,3,4,5,5,5,5,4,5,4,0,0,satisfied
91983,67,2475,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0,0,neutral or dissatisfied
119617,40,3034,2,2,3,2,4,5,5,4,4,4,4,4,4,4,8,28,satisfied
90639,51,366,1,1,1,1,3,4,4,4,4,5,4,5,4,4,0,0,satisfied
59638,59,956,2,1,1,1,5,3,3,2,2,2,2,4,2,1,1,13,neutral or dissatisfied
119074,29,2218,3,3,2,3,3,3,3,3,4,3,5,4,4,3,0,0,satisfied
13395,70,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45,satisfied
108871,12,1892,4,1,4,2,5,4,5,5,2,3,2,1,2,5,28,45,neutral or dissatisfied
104029,26,1262,0,0,0,3,4,0,3,4,4,2,4,5,4,4,9,0,satisfied
12025,41,3423,3,3,3,3,4,2,4,5,5,5,5,4,5,1,0,0,satisfied
42755,60,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,0,satisfied
32936,39,163,3,5,3,1,1,3,1,1,4,2,5,3,4,1,0,0,neutral or dissatisfied
53978,68,1117,3,2,3,3,3,3,3,5,5,3,5,2,5,4,7,0,neutral or dissatisfied
70029,32,2187,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,0,satisfied
96407,18,1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,0,neutral or dissatisfied
127129,15,304,3,5,3,2,2,3,1,2,3,5,4,5,4,2,0,0,neutral or dissatisfied
113946,43,1750,1,3,1,1,5,5,4,4,4,4,4,4,4,5,0,7,satisfied
40606,49,216,3,4,0,3,3,0,3,3,4,5,3,4,4,3,0,0,neutral or dissatisfied
7742,25,489,3,3,3,2,3,3,5,3,4,1,5,2,4,3,8,14,neutral or dissatisfied
128529,50,370,2,1,2,3,1,4,3,4,4,2,4,1,4,3,0,0,neutral or dissatisfied
80556,39,1747,2,2,2,2,4,4,4,3,4,5,4,4,4,4,132,123,satisfied
22155,33,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129,satisfied
56314,17,200,3,1,3,4,2,3,2,2,4,1,3,4,3,2,40,27,neutral or dissatisfied
82206,41,405,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,5,satisfied
68344,31,1598,5,5,5,5,4,4,4,4,3,4,5,5,4,4,0,0,satisfied
18464,39,201,4,3,3,4,1,3,1,1,2,5,5,3,1,1,0,0,satisfied
129310,64,2475,3,3,3,3,2,4,5,5,5,5,5,3,5,3,4,0,satisfied
70613,52,3935,1,1,1,1,3,5,5,4,4,4,4,3,4,3,0,25,satisfied
8558,30,2657,4,5,4,5,1,1,4,1,3,1,4,3,3,1,8,7,neutral or dissatisfied
86840,42,292,5,2,2,2,5,2,2,5,5,5,5,2,5,5,32,29,satisfied
122170,48,544,2,2,2,2,4,4,5,4,4,5,4,3,4,5,62,46,satisfied
24839,29,861,1,1,1,4,4,1,4,4,4,2,4,2,4,4,0,0,neutral or dissatisfied
87935,23,271,5,0,5,1,3,5,4,3,4,5,4,5,5,3,62,84,satisfied
10735,74,134,2,5,5,5,2,2,2,2,4,2,3,2,2,2,43,41,neutral or dissatisfied
118083,60,1276,3,1,1,1,5,3,4,3,3,3,3,2,3,2,10,0,neutral or dissatisfied
15189,46,3185,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0,neutral or dissatisfied
116832,55,451,1,1,1,1,4,4,5,4,4,4,4,3,4,3,0,2,satisfied
99415,41,1981,4,4,4,4,4,4,2,5,5,5,5,4,5,4,0,0,satisfied
111821,59,1605,2,5,2,5,2,3,5,2,2,2,2,3,2,4,41,19,neutral or dissatisfied
60089,57,1005,4,4,4,4,5,5,4,5,5,5,5,5,5,5,3,0,satisfied
51644,36,455,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,neutral or dissatisfied
129771,16,308,3,4,3,3,1,3,5,1,4,2,5,5,4,1,2,0,neutral or dissatisfied
5412,54,812,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,0,satisfied
98444,38,414,3,0,3,4,3,3,3,3,1,4,5,1,1,3,17,2,neutral or dissatisfied
39113,36,190,3,2,2,2,3,4,3,3,1,2,1,2,3,3,0,0,satisfied
36518,25,1197,5,5,3,5,5,5,5,5,2,4,4,1,1,5,0,5,satisfied
119576,55,814,3,2,3,4,2,3,3,3,3,3,3,2,3,1,25,19,neutral or dissatisfied
57227,40,1514,2,3,2,5,1,2,1,1,2,5,2,5,3,1,0,0,neutral or dissatisfied
107365,21,632,1,5,1,4,2,1,4,2,4,2,5,4,5,2,9,,neutral or dissatisfied
233,38,213,3,4,4,4,1,4,1,1,2,3,3,1,4,1,0,0,neutral or dissatisfied
70295,10,852,2,5,2,2,4,2,4,4,4,5,5,4,4,4,1,1,neutral or dissatisfied
110124,60,1056,1,1,5,1,4,4,4,4,2,4,4,4,3,4,214,210,satisfied
46382,45,1013,3,3,3,4,4,3,4,4,1,3,2,4,4,4,0,0,neutral or dissatisfied
121254,54,575,1,0,1,1,2,1,2,2,3,3,2,4,4,2,0,8,neutral or dissatisfied
92891,51,3236,4,4,4,4,5,4,5,3,3,4,5,3,3,4,0,13,satisfied
57816,44,2764,5,5,5,5,3,5,5,2,2,2,2,4,2,3,8,15,satisfied
36109,46,399,2,4,3,2,4,4,5,4,4,3,4,4,4,3,0,0,neutral or dissatisfied
1770,20,408,5,0,5,2,3,5,3,3,3,5,5,3,4,3,0,0,satisfied
70400,44,1162,4,4,4,4,4,1,2,4,4,4,4,2,4,2,0,4,satisfied
75299,36,1744,2,1,2,4,1,2,1,1,3,1,2,4,4,1,0,0,neutral or dissatisfied
121885,13,366,4,4,4,5,5,4,5,5,4,4,4,3,4,5,63,47,neutral or dissatisfied
93772,38,368,4,3,3,3,2,3,2,2,1,3,4,4,3,2,0,0,neutral or dissatisfied
15078,33,239,1,1,1,1,5,5,1,4,4,4,4,4,4,1,0,0,satisfied
17597,63,695,2,1,2,3,2,2,2,2,1,3,4,1,3,2,7,32,neutral or dissatisfied
4927,60,1020,4,4,4,4,3,4,4,5,5,5,5,4,5,5,5,0,satisfied
32994,62,163,3,2,3,4,2,3,3,3,3,3,1,1,3,2,0,0,neutral or dissatisfied
8213,50,125,4,3,1,3,2,4,3,3,3,4,3,1,3,4,0,0,neutral or dissatisfied
53073,24,1208,4,5,5,5,4,4,4,4,2,2,4,1,4,4,1,0,satisfied
19789,15,667,2,5,3,4,5,3,4,5,4,3,5,3,4,5,35,35,neutral or dissatisfied
84270,34,334,3,4,4,4,1,4,3,3,3,3,3,4,3,2,0,0,neutral or dissatisfied
74151,36,2046,4,1,1,1,2,3,4,4,4,3,4,1,4,2,0,62,neutral or dissatisfied
117893,50,1566,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,satisfied
15249,19,445,4,4,2,3,2,2,2,2,1,5,3,1,3,2,2,0,satisfied
114937,52,2590,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0,satisfied
85861,50,2136,4,4,4,4,2,4,4,5,5,5,5,5,5,3,1,0,satisfied
17158,26,643,1,1,1,3,1,1,2,1,4,5,3,4,3,1,0,0,neutral or dissatisfied
128028,49,1440,2,2,2,4,5,2,5,5,5,5,4,3,5,5,15,3,neutral or dissatisfied
3109,54,594,1,3,2,2,4,2,4,4,5,4,2,4,4,4,0,0,neutral or dissatisfied
6332,27,296,5,5,5,3,2,5,2,2,4,3,5,4,5,2,28,51,satisfied
129473,60,2611,4,4,4,4,4,4,4,4,4,5,4,4,4,4,17,10,satisfied
70511,10,867,4,4,4,1,4,4,4,4,4,4,4,3,5,4,0,0,neutral or dissatisfied
8529,15,862,1,5,1,4,4,1,4,4,4,3,4,5,5,4,0,1,neutral or dissatisfied
44101,20,257,3,1,3,3,3,3,3,3,4,2,3,2,4,3,6,0,neutral or dissatisfied
20031,52,2398,2,2,2,2,2,5,1,4,4,4,4,5,4,5,109,100,satisfied
2103,60,812,1,2,1,2,2,1,2,2,4,5,1,3,2,2,38,22,neutral or dissatisfied
33484,44,2496,4,4,4,4,2,3,5,4,4,4,4,5,4,3,0,0,satisfied
41094,50,140,5,1,1,1,5,2,3,5,5,5,5,4,5,4,71,58,satisfied
76419,40,3142,4,4,4,4,4,4,4,3,2,4,5,4,4,4,145,147,satisfied
107120,23,842,1,1,1,1,1,1,5,1,5,5,4,4,5,1,0,0,neutral or dissatisfied
109543,30,861,4,1,3,2,4,3,4,4,3,5,2,4,3,4,26,14,neutral or dissatisfied
86687,51,1747,2,4,3,3,1,3,4,5,5,3,2,1,5,3,10,0,neutral or dissatisfied
106144,58,302,2,1,1,1,5,2,3,2,2,2,2,4,2,3,17,3,neutral or dissatisfied
126649,46,602,5,4,5,2,2,5,2,2,4,2,5,5,5,2,0,0,satisfied
5451,52,265,3,4,4,4,3,1,1,3,3,4,3,4,3,3,97,123,neutral or dissatisfied
99445,20,283,5,0,5,2,5,5,5,5,4,5,5,5,5,5,13,8,satisfied
44102,46,473,1,1,1,1,4,1,4,5,5,5,5,5,5,3,0,0,satisfied
81994,46,1253,3,3,3,3,2,3,2,2,1,4,4,1,3,2,0,0,neutral or dissatisfied
54677,46,2758,4,4,4,4,2,5,1,4,4,4,4,3,4,5,0,0,satisfied
32338,56,3344,0,5,0,1,3,4,4,2,2,2,2,4,2,5,0,2,satisfied
56855,54,2565,1,4,2,4,2,3,5,3,5,5,5,5,5,5,0,0,neutral or dissatisfied
5993,55,3494,5,5,5,5,3,5,5,3,3,3,3,5,3,5,1,0,satisfied
100442,27,780,4,4,4,3,4,4,2,4,1,2,4,3,4,4,26,23,neutral or dissatisfied
74164,52,721,1,4,0,4,5,0,5,5,3,2,5,5,4,5,0,0,neutral or dissatisfied
59220,18,1440,1,4,1,1,5,1,5,5,3,3,3,5,4,5,3,0,neutral or dissatisfied
47033,48,2624,3,3,3,3,2,2,1,4,4,4,4,2,4,1,0,0,satisfied
51724,66,493,2,5,2,3,5,2,5,5,5,5,5,4,5,5,15,0,neutral or dissatisfied
107246,42,307,4,4,4,4,4,5,4,5,5,5,5,3,5,3,19,11,satisfied
102045,43,2864,1,4,4,4,5,2,3,1,1,1,1,2,1,1,8,0,neutral or dissatisfied
80996,36,2614,1,4,4,4,5,4,4,1,1,1,1,1,1,2,9,3,neutral or dissatisfied
55696,50,2633,2,2,2,2,4,5,4,3,3,4,3,5,3,4,0,3,satisfied
